Unnamed: 0,지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,기본주소,상세주소,지하철역X좌표,지하철역Y좌표
189,1091004805,용유,1091,자기부상선,1091004804,1091004805,인천광역시 중구 용유로 44,2866,148993.2942,436321.8016
190,1065006508,운서,1065,공항철도,1065065072,1065006509,인천광역시 중구 운서동,1427-23,155223.6805,443839.1557
191,1093004001,소사,1093,서해선,1093004001,1093004002,경기도 부천시 소사로,284,181871.083,442635.0172
192,1093004002,소새울,1093,서해선,1093004001,1093004003,경기도 부천시 소사로,120,182039.3876,441081.9955
193,1093004003,시흥대야,1093,서해선,1093004002,1093004004,경기도 시흥시 서해안로1670번길,6,181685.6654,438987.6662
194,1093004004,신천,1093,서해선,1093004003,1093004005,경기도 시흥시 신천로,92,181109.7705,437770.114
195,1093004005,신현,1093,서해선,1093004004,1093004006,경기도 시흥시 시흥대로,819,181206.2323,434513.3492
196,1093004006,시흥시청,1093,서해선,1093004005,1093004007,경기도 시흥시 광석동,397,182810.9915,431390.7492
197,1093004007,시흥능곡,1093,서해선,1093004006,1093004008,경기도 시흥시 시흥대로,327,183058.0096,430099.0687
198,1093004008,달미,1093,서해선,1093004007,1093004009,경기도 안산시 단원구 선부동,481,183109.699,427757.2089
199,1093004009,선부,1093,서해선,1093004008,1093004010,경기도 안산시 단원구 선부동,1074-1,183163.4295,426148.9937
200,1093004010,초지,1093,서해선,1093004009,1093004011,경기도 안산시 단원구 초지동,602-2,183000.4144,424503.9334
201,1093004011,원곡,1093,서해선,1093004010,1093004012,경기도 안산시 단원구 원시동,804,181894.037,423789.3701
202,1093004012,원시,1093,서해선,1093004011,1093004012,경기도 안산시 단원구 원시동,803,181099.5392,422623.474
203,1077006813,미금,1077,신분당선,1077006812,1077006814,,,,
204,1065065042,마곡나루,1065,공항철도,1065006504,1065006505,서울특별시 강서구 마곡동 373-10,373-10,,
205,1001080144,금천구청,1001,1호선,1001080143,1001080145,서울특별시 금천구 시흥1동,113-77,190606.9807,439561.4567
206,1001080145,석수,1001,1호선,1001080144,1001080146,경기도 안양시 만안구 석수동,422-3,191330.6143,437459.9057
207,1001080146,관악,1001,1호선,1001080145,1001080147,경기도 안양시 석수2동,262,191955.1373,435509.5113
208,1001080147,안양,1001,1호선,1001080146,1001080148,경기도 안양시 만안구 안양1동,88-1,193183.5051,433578.4177
209,1001080148,명학,1001,1호선,1001080147,1001080149,경기도 안양시 만안구 안양6동,383-1,194268.0405,431777.6508
210,1001080149,금정,1001,1호선,1001080148,1001080150,경기도 군포시 금정동,87-1,194983.4496,430333.4042
211,1001080150,군포,1001,1호선,1001080149,1001080151,경기도 군포시 당동,134-1,195448.6969,428274.0598
212,1001080151,당정,1001,1호선,1001080150,1001080152,경기도 군포시 당정동,938,195425.0436,427249.8875
213,1001080152,의왕,1001,1호선,1001080151,1001080153,경기도 의왕시 삼동,191,195409.31,424585.9395
214,1001080153,성균관대,1001,1호선,1001080152,1001080154,경기도 수원시 장안구 율전동,495-3,197509.0449,422341.8688
215,1001080154,화서,1001,1호선,1001080153,1001080155,경기도 수원시 장안구 화서2동,464,199083.2149,420553.3691
216,1001080155,수원,1001,1호선,1001080154,1001080156,경기도 수원시 권선구 매산로1가,18,200008.1,418504.1
217,1001080156,세류,1001,1호선,1001080155,1001080157,경기도 수원시 권선구 장지동,25-4,201217.7007,416063.3653
218,1001080157,병점,1001,1호선,1001080156,1001080158,경기도 화성시 태안읍,진안2리,202960.5,411986.5
219,1001080158,세마,1001,1호선,1001080157,1001080159,경기도 오산시 세마동,225,203832.1303,409777.6488
220,1001080159,오산대,1001,1호선,1001080158,1001080160,경기도 오산시 수청동,540-2,205602.9106,407814.9824
221,1001080160,오산,1001,1호선,1001080159,1001080161,경기도 오산시 오산동,603-1,205938.9423,405173.3549
222,1001080161,진위,1001,1호선,1001080160,1001080162,경기도 평택시 진위면 하북리,139-3,205545.0673,401222.7769
223,1001080162,송탄,1001,1호선,1001080161,1001080163,경기도 평택시 신장2동,285,204833.5324,397357.1404
224,1001080163,서정리,1001,1호선,1001080162,1001080164,경기도 평택시 서정동,427-1,204714.1594,395346.7393
225,1001080164,지제,1001,1호선,1001080163,1001080165,경기도 평택시 지제동,560,206304.4275,391066.5514
226,1001080165,평택,1001,1호선,1001080164,1001080166,경기도 평택시 평택동,,207597.5221,388010.0978
227,1001080166,성환,1001,1호선,1001080165,1001080167,충청남도 천안시 성환읍 성환리,449-128,211310.6754,379715.934
228,1001080167,직산,1001,1호선,1001080166,1001080168,충청남도 천안시 직산읍 모시리,58-11,212828.9837,374704.5852
229,1001080168,두정,1001,1호선,1001080167,1001080169,충청남도 천안시 부성동,83-29,213298.5128,370485.6967
230,1001080169,천안,1001,1호선,1001080168,1001080170,충청남도 천안시 대흥동,57-1,213058.5347,367964.5461
231,1001080170,봉명,1001,1호선,1001080169,1001080171,충청남도 천안시 봉명동,24-19,212124.7662,366977.6611
232,1001080171,쌍용(나사렛대),1001,1호선,1001080170,1001080172,충청남도 천안시 쌍용동,426-3,210847.1162,366121.8277
233,1001080172,아산,1001,1호선,1001080171,1001080173,충청남도 천안시 배방면 장재리,305,209343.5453,366170.911
234,1001080174,배방,1001,1호선,1001080173,1001080175,충청남도 아산시 구령리,148-2,204725.9954,364332.7434
235,1001080175,온양온천,1001,1호선,1001080174,1001080176,충청남도 아산시 구령리,148-2,200314.4831,364656.1036
236,1001080176,신창,1001,1호선,1001080175,1001080176,충청남도 아산시 신창면 행목리,346-43,195531.6189,363435.665
237,1001801571,서동탄,1001,1호선,1001080157,1001801571,경기도 오산시 외삼미동,,204610.3924,410750.9266
238,1002000233,대림,1002,2호선,1002000232,1002000234,서울특별시 구로구 구로동,1204,190704.8,443768.9
239,1007000709,장암,1007,7호선,1007000709,1007000710,경기도 의정부시 장암동,164-9,204687.998,466731.5123
240,1003000323,녹번,1003,3호선,1003000322,1003000324,서울특별시 은평구 녹번동,48,194324.9291,455683.074
241,1007000725,군자,1007,7호선,1007000724,1007000726,서울특별시 광진구 능동,277,207018.7098,450844.3915
242,1007000726,어린이대공원,1007,7호선,1007000725,1007000727,서울특별시 광진구 모진동,3,206598.0346,449861.9084
243,1007000727,건대입구,1007,7호선,1007000726,1007000728,서울특별시 광진구 화양동,7-3,206280.2,449030.8
244,1007000728,뚝섬유원지,1007,7호선,1007000727,1007000729,서울특별시 광진구 노유2동,73,205903.1055,448035.9255
245,1007000729,청담,1007,7호선,1007000728,1007000730,서울특별시 강남구 청담동,75-1,204754.7563,446676.0671
246,1003000324,홍제,1003,3호선,1003000323,1003000325,서울특별시 서대문구 홍제동,330-66,195074.9214,454364.9455
247,1003000325,무악재,1003,3호선,1003000324,1003000326,서울특별시 서대문구 홍제4동,26-1,195613.439,453662.1018
248,1003000326,독립문,1003,3호선,1003000325,1003000327,서울특별시 서대문구 현저동,101,196271.0011,452772.9679
249,1003000327,경복궁,1003,3호선,1003000326,1003000328,서울특별시 종로구 적선동,81-1,197659.9536,452928.0872
250,1003000328,안국,1003,3호선,1003000327,1003000329,서울특별시 종로구 안국동,148,198751.637,453034.2637
251,1003000329,종로3가,1003,3호선,1003000328,1003000330,서울특별시 종로구 돈의동,46,199270.9,452469.7
252,1003000330,을지로3가,1003,3호선,1003000329,1003000331,서울특별시 중구 을지로3가,70-1,199351.7486,451872.9288
253,1003000331,충무로,1003,3호선,1003000330,1003000332,서울특별시 중구 충무로4가,125,199510.9,451308.1
254,1003000332,동대입구,1003,3호선,1003000331,1003000333,서울특별시 중구 장충동2가,189-2,200525.8383,451065.6825
255,1003000333,약수,1003,3호선,1003000332,1003000334,서울특별시 중구 신당3동,373-13,200970.2,450538.1
256,1003000334,금호,1003,3호선,1003000333,1003000335,서울특별시 성동구 금호동4가,1470,201406.3206,449856.4076
257,1003000335,옥수,1003,3호선,1003000334,1003000336,서울특별시 성동구 옥수동,168-1,201569.864,449079.1535
258,1003000336,압구정,1003,3호선,1003000335,1003000337,서울특별시 강남구 압구정동,668,202517.4,447521.2
259,1003000337,신사,1003,3호선,1003000336,1003000338,서울특별시 강남구 신사동,501,201771.0222,446327.0691
260,1003000338,잠원,1003,3호선,1003000337,1003000339,서울특별시 서초구 잠원동,65-17,200971.2164,445921.1251
261,1003000339,고속터미널,1003,3호선,1003000338,1003000340,서울특별시 서초구 반포1동,162,200439.1111,445061.7323
262,1003000340,교대,1003,3호선,1003000339,1003000341,서울특별시 서초구 서초1동,1715-9,201221.8,443721.4
263,1003000341,남부터미널,1003,3호선,1003000340,1003000342,서울특별시 서초구 서초3동,1446-1,201425.2223,442873.1274
264,1003000342,양재,1003,3호선,1003000341,1003000343,서울특별시 서초구 양재1동,27-2,203007.7874,442807.8308
265,1003000343,매봉,1003,3호선,1003000342,1003000344,서울특별시 강남구 도곡2동,464-1,204111.4,443044.8
266,1003000344,도곡,1003,3호선,1003000343,1003000345,서울특별시 강남구 도곡2동,467-5,204893.5538,443503.3598
267,1003000345,대치,1003,3호선,1003000344,1003000346,서울특별시 강남구 대치2동,509,205612.1491,443906.7989
268,1003000346,학여울,1003,3호선,1003000345,1003000347,서울특별시 강남구 대치동,514,206188.0,444121.2
269,1003000347,대청,1003,3호선,1003000346,1003000348,서울특별시 강남구 개포동,18-10,207036.3334,443812.4572
270,1003000348,일원,1003,3호선,1003000347,1003000349,서울특별시 강남구 일원본동,214,207468.2858,442746.5988
271,1003000349,수서,1003,3호선,1003000348,1003000350,서울특별시 강남구 수서동,439-2,208965.9,443092.7
272,1003000350,가락시장,1003,3호선,1003000349,1003000351,서울특별시 송파구 가락동,298,210414.3129,443665.0421
273,1003000351,경찰병원,1003,3호선,1003000350,1003000352,서울특별시 송파구 가락동,57,211031.5645,444138.3594
274,1003000352,오금,1003,3호선,1003000351,1003000352,서울특별시 송파구 오금동,44-2,211332.5,444731.1
275,1004000409,당고개,1004,4호선,1004000409,1004000410,서울특별시 노원구 상계4동,111,206983.7302,463447.3893
276,1004000410,상계,1004,4호선,1004000409,1004000411,서울특별시 노원구 상계5동,173,206460.4,462359.5
277,1007000737,남성,1007,7호선,1007000736,1007000738,서울특별시 동작구 사당동,250,197438.4179,442797.6934
278,1007000738,숭실대입구,1007,7호선,1007000737,1007000739,서울특별시 동작구 상도5동,178-1,195901.3702,444107.0188
279,1007000739,상도,1007,7호선,1007000738,1007000740,서울특별시 동작구 상도1동,752-2,195375.8208,444874.3923
280,1007000740,장승배기,1007,7호선,1007000739,1007000741,서울특별시 동작구 상도2동,386,194550.5249,445008.6718
281,1007000741,신대방삼거리,1007,7호선,1007000740,1007000742,서울특별시 동작구 대방동,393,193653.1425,444486.4159
282,1007000742,보라매,1007,7호선,1007000741,1007000743,서울특별시 영등포구 신길동,508,192962.2,444497.6
283,1007000743,신풍,1007,7호선,1007000742,1007000744,서울특별시 영등포구 신길동,3599,192053.0341,444533.8325
284,1007000744,대림,1007,7호선,1007000743,1007000745,서울특별시 구로구 구로6동,125-66,190865.2535,443722.146
285,1007000745,남구로,1007,7호선,1007000744,1007000746,서울특별시 구로구 구로동,800,190002.1302,442938.7618
286,1007000746,가산디지털단지,1007,7호선,1007000745,1007000747,서울특별시 금천구 가산동,464-4,189584.2384,442329.6723
287,1007000747,철산,1007,7호선,1007000746,1007000748,경기도 광명시 철산동,526,188316.3556,441864.2187
288,1007000748,광명사거리,1007,7호선,1007000747,1007000749,경기도 광명시 광명동,158,187102.1529,442252.0451
289,1007000749,천왕,1007,7호선,1007000748,1007000750,서울특별시 구로구 오류동,174,185637.5941,443179.8742
290,1007000750,온수,1007,7호선,1007000749,1007000751,서울특별시 구로구 온수동,51-7,184330.0041,443637.584
291,1007000751,까치울,1007,7호선,1007000750,1007000752,경기도 부천시 원미구 길주로 지하 626,626,183318.4,445215.7
292,1007000752,부천종합운동장,1007,7호선,1007000751,1007000753,경기도 부천시 원미구 길주로 지하502,,182077.0,445132.1
293,1007000753,춘의,1007,7호선,1007000752,1007000754,경기도 부천시 원미구 길주로 지하406,,181169.7,444940.2
294,1007000754,신중동,1007,7호선,1007000753,1007000755,경기도 부천시 원미구 길주로 지하314,,180267.8,444862.7
295,1007000755,부천시청,1007,7호선,1007000754,1007000756,경기도 부천시 원미구 길주로 지하202,,179132.5,445053.7
296,1007000756,상동,1007,7호선,1007000755,1007000757,경기도 부천시 원미구 길주로 지하104,,178177.1,445177.6
297,1007000757,삼산체육관,1007,7호선,1007000756,1007000758,인천광역시 부평구 길주로 지하713,,177138.2,445261.1
298,1007000758,굴포천,1007,7호선,1007000757,1007000759,인천광역시 서구 환경로28번길 42,,176246.3,445323.6
299,1007000759,부평구청,1007,7호선,1007000758,1007000759,인천광역시 부평구 길주로 지하 527,,175366.9,445372.1
300,1008000812,강동구청,1008,8호선,1008000811,1008000813,서울특별시 강동구 성내동,319,210657.1,447904.8
301,1008000813,몽촌토성,1008,8호선,1008000812,1008000814,서울특별시 송파구 방이2동,44,209956.1401,446496.6209
302,1008000814,잠실,1008,8호선,1008000813,1008000815,서울특별시 송파구 잠실5동,27,209321.7,446171.1
303,1008000815,석촌,1008,8호선,1008000814,1008000816,서울특별시 송파구 송파동,19,209473.4,445088.5
304,1008000816,송파,1008,8호선,1008000815,1008000817,서울특별시 송파구 가락동,479,209903.1,444496.0
305,1008000817,가락시장,1008,8호선,1008000816,1008000818,서울특별시 송파구 가락동,298,210445.1869,443769.6643
306,1008000818,문정,1008,8호선,1008000817,1008000819,서울특별시 송파구 문정동,56,210803.9048,443007.7017
307,1008000819,장지,1008,8호선,1008000818,1008000820,서울특별시 송파구 장지동,217,211204.1009,442056.4752
308,1006000646,화랑대,1006,6호선,1006000645,1006000647,서울특별시 노원구 공릉2동,284-5,207260.5761,457808.2447
309,1004000447,반월,1004,4호선,1004000446,1004000448,경기도 안산시 상록구 건건동,,191463.4008,423629.2065
310,1004000448,상록수,1004,4호선,1004000447,1004000449,경기도 안산시 상록구 일동,,188164.308,422639.1384
311,1004000449,한대앞,1004,4호선,1004000448,1004000450,경기도 안산시 상록구 이동,산17-3,187030.9895,423415.6977
312,1004000450,중앙,1004,4호선,1004000449,1004000451,경기도 안산시 단원구 고잔동,167-378,185684.224,424106.4023
313,1004000451,고잔,1004,4호선,1004000450,1004000452,경기도 안산시 단원구 고잔동,453-53,184311.2864,424198.9913
314,1004000452,초지,1004,4호선,1004000451,1004000453,경기도 안산시 단원구 초지동,27-1,182794.2233,424631.8537
315,1004000453,안산,1004,4호선,1004000452,1004000454,경기도 안산시 단원구 원곡동,377-1,181420.9113,425228.846
316,1004000454,신길온천,1004,4호선,1004000453,1004000455,경기도 안산시 단원구 신길동,216-2,179346.3065,426525.5526
317,1004000455,정왕,1004,4호선,1004000454,1004000456,경기도 시흥시 정왕동,,177229.3069,428094.4699
318,1004000456,오이도,1004,4호선,1004000455,1004000456,경기도 시흥시 정왕동,878,176890.2207,429328.4932
319,1005000510,방화,1005,5호선,1005000510,1005000511,서울특별시 강서구 방화3동,410,183487.0057,453216.4038
320,1005000511,개화산,1005,5호선,1005000510,1005000512,서울특별시 강서구 방화3동,531-16,182904.0326,452546.8293
321,1005000512,김포공항,1005,5호선,1005000511,1005000513,서울특별시 강서구 방화동,744,182442.5375,451471.0631
322,1005000513,송정,1005,5호선,1005000512,1005000514,서울특별시 강서구 공항동,27-1,183449.3575,451320.7329
323,1005000514,마곡,1005,5호선,1005000513,1005000515,서울특별시 강서구 가양동,531,184482.7391,451225.535
324,1005000515,발산,1005,5호선,1005000514,1005000516,서울특별시 강서구 가양동,968,185612.3056,451019.3251
325,1005000516,우장산,1005,5호선,1005000515,1005000517,서울특별시 강서구 내발산동,723,185542.1541,449899.3087
326,1005000517,화곡,1005,5호선,1005000516,1005000518,서울특별시 강서구 화곡7동,1075,185906.1069,449127.0783
327,1005000518,까치산,1005,5호선,1005000517,1005000519,서울특별시 강서구 화곡1동,343,186425.4228,448111.7932
328,1005000519,신정,1005,5호선,1005000518,1005000520,서울특별시 양천구 신정동,949,187268.8,447291.4
329,1005000520,목동,1005,5호선,1005000519,1005000521,서울특별시 양천구 목1동,925,188102.9272,447404.6096
330,1005000521,오목교,1005,5호선,1005000520,1005000522,서울특별시 양천구 목1동,405,188974.6093,447247.8971
331,1005000522,양평,1005,5호선,1005000521,1005000523,서울특별시 영등포구 양평동,2가 33-79,189991.0,447343.0
332,1005000523,영등포구청,1005,5호선,1005000522,1005000524,서울특별시 영등포구 당산동3가,385,190745.6,447196.5
333,1005000524,영등포시장,1005,5호선,1005000523,1005000525,서울특별시 영등포구 영등포동 5가,45,191618.006,447040.378
334,1005000525,신길,1005,5호선,1005000524,1005000526,서울특별시 영등포구 신길동,42-2,192523.9118,446467.4487
335,1005000526,여의도,1005,5호선,1005000525,1005000527,서울특별시 영등포구 여의도동,3,193324.5242,446943.0701
336,1005000527,여의나루,1005,5호선,1005000526,1005000528,서울특별시 영등포구 여의도동,85-1,194065.4336,447525.5144
337,1005000528,마포,1005,5호선,1005000527,1005000529,서울특별시 마포구 도화2동,160,195175.5203,448875.2691
338,1005000529,공덕,1005,5호선,1005000528,1005000530,서울 마포구 공덕동,423,195720.8,449474.8
339,1005000530,애오개,1005,5호선,1005000529,1005000531,서울특별시 마포구 아현동,612,196180.2,450454.0
340,1005000531,충정로,1005,5호선,1005000530,1005000532,서울특별시 서대문구 충정로,3가 295-60,196723.8,451205.4
341,1006000647,봉화산,1006,6호선,1006000646,1006000648,서울특별시 중랑구 신내동,643-3,208104.4,457518.2
342,1077000688,양재,1077,신분당선,1077000687,1077000689,서울특별시 서초구 남부순환로 지하2585,,203102.3,442685.3
343,1077000689,양재시민의숲,1077,신분당선,1077000688,1077006810,서울특별시 서초구 매헌로 지하116,,203406.2,441195.5
344,1077006810,청계산입구,1077,신분당선,1077000689,1077006811,서울특별시 서초구 청계산로 지하179,,204864.8,438746.0
345,1077006811,판교,1077,신분당선,1077006810,1077006812,경기도 성남시 분당구 판교역로 지하160,,209846.1,432822.6
346,1077006812,정자,1077,신분당선,1077006811,1077006813,경기도 성남시 분당구 성남대로 지하333,,209613.0,429795.7
347,1009000926,언주,1009,9호선,1009000925,1009000927,서울시 강남구 봉은사로,102번지,202996.0,445321.8
348,1009000927,선정릉,1009,9호선,1009000926,1009000928,서울시 강남구 삼성동,111-114,203894.9,445657.5
349,1009000928,삼성중앙,1009,9호선,1009000927,1009000929,서울시 강남구 삼성동,111-147,204714.3,445958.5
350,1009000929,봉은사,1009,9호선,1009000928,1009000930,서울시 강남구 삼성1동,111-8,205325.0,446093.0
351,1009000930,종합운동장,1009,9호선,1009000929,1009000930,서울특별시 송파구 잠실,123번지,206748.5,445778.5
352,1065065072,영종,1065,공항철도,1065065071,1065006508,인천광역시 중구 백운로414번길 75 (운복동) 영종역,,157848.2865,445865.188
353,1063075328,야당,1063,경의중앙선,1063075329,1063075327,경기도 파주시 소리천로 10,,178974.6,468170.6
354,1067080116,청량리,1067,경춘선,1067080116,1067080117,서울특별시 동대문구 왕산로 214,,204244.2,453442.3
355,1067080117,회기,1067,경춘선,1067080116,1067080118,서울특별시 동대문구 회기로 196,,205123.2,454458.3
356,1067080118,중랑,1067,경춘선,1067080117,1067080120,서울특별시 중랑구 중랑역로 9,,206718.9,455045.3
357,1071075261,인하대,1071,수인선,1071075259,1071075262,인천광역시 남구 용현동 294-3,,168920.8,438831.3
358,1077006814,동천,1077,신분당선,1077006813,1077006815,경기도 용인시 수지구 신수로 지하760,,209124.2518,426529.3222
359,1077006815,수지구청,1077,신분당선,1077006814,1077006816,경기도 용인시 수지구 풍덕천로 지하120,,208421.5364,424838.924
360,1077006816,성복,1077,신분당선,1077006815,1077006817,경기도 용인시 수지구 수지로 지하134,,207099.6228,423798.2257
361,1077006817,상현,1077,신분당선,1077006816,1077006818,경기도 용인시 수지구 광교중앙로 지하312,,206147.3683,422058.437
362,1077006818,광교중앙,1077,신분당선,1077006817,1077006819,경기도 수원시 영통구 도청로 지하45,,204564.2196,421053.4679
363,1077006819,광교,1077,신분당선,1077006818,1077006819,경기도 수원시 영통구 이의동 742,,203943.314,422550.4895
364,1071075262,숭의,1071,수인선,1071075261,1071075263,인천광역시 남구 숭의동 379-72,,167786.5,440232.2
365,1071075263,신포,1071,수인선,1071075262,1071075264,인천광역시 중구 사동 26-19,,166593.4,441074.9
366,1071075264,인천,1071,수인선,1071075263,1071075264,인천광역시 중구 북성동 2가 14,,165927.1,441956.8
367,1079340013,어룡,1079,의정부,1079340012,1079340014,경기도 의정부시 충의로 125,,207509.194,471442.042
368,1079340014,송산,1079,의정부,1079340013,1079340015,경기도 의정부시 충의로 59,,207687.512,470835.587
369,1078330027,운연,1078,인천2호선,1078330026,1081370001,인천광역시 남동구 운연동 131-7,,178738.731,437863.855
370,1081370001,판교,1081,경강선,1078330027,1081370002,,,209938.726,432834.392
371,1081370002,이매,1081,경강선,1081370001,1081370003,,,211274.553,432830.394
372,1081370003,삼동,1081,경강선,1081370002,1081370004,,,218013.691,434390.226
373,1081370004,경기광주,1081,경강선,1081370003,1081370005,,,222437.125,433322.34
374,1081370005,초월,1081,경강선,1081370004,1081370006,,,226574.591,430486.644
375,1081370006,곤지암,1081,경강선,1081370005,1081370007,,,230686.068,427964.912
376,1081370007,신둔도예촌,1081,경강선,1081370006,1081370008,,,235939.392,424057.33
377,1081370008,이천,1081,경강선,1081370007,1081370009,,,239230.965,418425.932
378,1081370009,부발,1081,경강선,1081370008,1081370010,,,243490.422,418021.974
379,1081370011,여주,1081,경강선,1081370010,1079340001,,,255734.848,420587.699
