Unnamed: 0,지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,기본주소,상세주소,지하철역X좌표,지하철역Y좌표
569,1005080555,마천,1005,5호선,1005080554,1005080555,서울특별시 송파구 마천1동,183-94,213529.6458,443953.4132
570,1006000610,응암,1006,6호선,1006000610,1006000611,서울특별시 은평구 역촌2동,85-41,192556.1,455496.2
571,1006000611,역촌,1006,6호선,1006000610,1006000612,서울특별시 은평구 녹번동,144-69,193187.3459,456284.8394
572,1006000612,불광,1006,6호선,1006000611,1006000613,서울특별시 은평구 불광1동,281,193767.572,456814.6284
573,1006000613,독바위,1006,6호선,1006000612,1006000614,서울특별시 은평구 불광1동,13-33,194038.7921,457703.4284
574,1006000614,연신내,1006,6호선,1006000613,1006000615,서울특별시 은평구 갈현동,439,192961.0,457653.1
575,1006000615,구산,1006,6호선,1006000614,1006000610,서울특별시 은평구 구산동,1,192693.6122,456890.2175
576,1006000616,새절,1006,6호선,1006000610,1006000617,서울특별시 은평구 신사2동,337-5,192382.9637,454641.9403
577,1006000617,증산,1006,6호선,1006000616,1006000618,서울특별시 은평구 증산동,199-8,192030.2118,453837.5194
578,1006000618,디지털미디어시티,1006,6호선,1006000617,1006000619,서울특별시 은평구 증산동,223-27,191305.1,452995.6
579,1006000619,월드컵경기장,1006,6호선,1006000618,1006000620,서울특별시 마포구 성산2동,420,191072.1436,452342.5215
580,1006000620,마포구청,1006,6호선,1006000619,1006000621,서울특별시 마포구 성산2동,592,191463.019,451558.4851
581,1006000621,망원,1006,6호선,1006000620,1006000622,서울특별시 마포구 망원동,378,192074.5292,450711.9368
582,1006000622,합정,1006,6호선,1006000621,1006000623,서울특별시 마포구 서교동,393,192388.19,450005.5979
583,1006000623,상수,1006,6호선,1006000622,1006000624,서울특별시 성동구 성수2가,300-1,193139.9096,449821.2223
584,1006000624,광흥창,1006,6호선,1006000623,1006000625,서울특별시 마포구 창전동,145,193933.0724,449793.5507
585,1006000625,대흥,1006,6호선,1006000624,1006000626,서울특별시 마포구 대흥동,267,194941.9315,449799.8754
586,1006000626,공덕,1006,6호선,1006000625,1006000627,서울 마포구 공덕동,423,195731.6,449346.5
587,1006000627,효창공원앞,1006,6호선,1006000626,1006000628,서울특별시 용산구 효창동,70,196596.239,448888.7512
588,1006000628,삼각지,1006,6호선,1006000627,1006000629,서울특별시 용산구 한강로1가,293,197722.1352,448468.3929
589,1006000629,녹사평,1006,6호선,1006000628,1006000630,서울특별시 용산구 용산동4가,4,198927.4508,448360.2268
590,1006000630,이태원,1006,6호선,1006000629,1006000631,서울특별시 용산구 이태원동,127,199524.8777,448347.8874
591,1006000631,한강진,1006,6호선,1006000630,1006000632,서울특별시 서초구 방배2동,2509,200157.1992,448906.7296
592,1006000632,버티고개,1006,6호선,1006000631,1006000633,서울특별시 중구 신당동,432,200603.0,449816.9
593,1006000633,약수,1006,6호선,1006000632,1006000634,서울특별시 중구 신당3동,373-13,200876.6,450450.8
594,1006000634,청구,1006,6호선,1006000633,1006000635,서울특별시 중구 신당2동,294,201241.8,451239.7
595,1006000635,신당,1006,6호선,1006000634,1006000636,서울특별시 중구 흥인동,162-1,201428.4602,451872.6411
596,1006000636,동묘앞,1006,6호선,1006000635,1006000637,서울특별시 종로구 숭인동,313,201385.3224,452526.9109
597,1006000637,창신,1006,6호선,1006000636,1006000638,서울특별시 종로구 창신동,20,201345.3008,453399.0765
598,1006000638,보문,1006,6호선,1006000637,1006000639,서울특별시 성북구 보문동1가,127-1,201713.7653,453988.1339
599,1006000639,안암,1006,6호선,1006000638,1006000640,서울특별시 성북구 안암동5가,146,202580.6209,454093.9289
600,1006000640,고려대,1006,6호선,1006000639,1006000641,서울특별시 성북구 안암동5가,1-2,203204.8537,454576.1782
601,1006000641,월곡,1006,6호선,1006000640,1006000642,서울특별시 성북구 하월곡동,35-1,203638.8094,455775.069
602,1006000642,상월곡,1006,6호선,1006000641,1006000643,서울특별시 성북구 석관동,349-8,204269.3398,456313.0005
603,1006000643,돌곶이,1006,6호선,1006000642,1006000644,서울특별시 성북구 석관동,349-8,204983.1672,456788.5459
604,1006000644,석계,1006,6호선,1006000643,1006000645,서울특별시 노원구 월계동,25-4,205824.4522,457250.0522
605,1006000645,태릉입구,1006,6호선,1006000644,1006000646,서울특별시 노원구 공릉동,680,206571.307,457531.7604
606,1002000234,신도림,1002,2호선,1002000233,1002000235,서울특별시 구로구 신도림동,460-26,190355.6299,445495.6076
607,1002000235,문래,1002,2호선,1002000234,1002000236,서울특별시 영등포구 문래동3가,54,190700.1495,446511.9983
608,1002000236,영등포구청,1002,2호선,1002000235,1002000237,서울특별시 영등포구 당산동3가,385,190864.2321,447375.8806
609,1002000237,당산,1002,2호선,1002000236,1002000238,서울특별시 영등포구 당산동,5가 323-1,191395.5108,448401.7334
610,1002000238,합정,1002,2호선,1002000237,1002000239,서울특별시 마포구 서교동,393,192464.4551,450088.9267
611,1002000239,홍대입구,1002,2호선,1002000238,1002000240,서울특별시 마포구 동교동,165,193256.5814,450833.9092
612,1002000240,신촌,1002,2호선,1002000239,1002000241,서울특별시 마포구 노고산동,31-11,194421.7,450639.3
613,1002000241,이대,1002,2호선,1002000240,1002000242,서울특별시 마포구 대흥동,2,195220.4,450806.3
614,1002000242,아현,1002,2호선,1002000241,1002000243,서울특별시 마포구 아현2동,329,196130.3,450877.3
615,1002000243,충정로,1002,2호선,1002000242,1002000201,서울특별시 서대문구 충정로,3가 295-60,196862.7786,451159.0734
616,1002002111,용답,1002,2호선,1002000211,1002002112,서울특별시 성동구 용답동,127,204483.9021,451399.882
617,1002002112,신답,1002,2호선,1002002111,1002002113,서울특별시 도봉구 창1동,659-12,204134.7682,452282.7078
618,1002002113,용두,1002,2호선,1002002112,1002002114,서울특별시 동대문구 용두동,47-1,203358.6701,452723.9583
619,1002002114,신설동,1002,2호선,1002002113,1002002114,서울특별시 동대문구 신설동,97-75,202204.6318,452812.3126
620,1002002341,도림천,1002,2호선,1002000234,1002002342,서울특별시 구로구 신도림동,271-62,189654.9543,446104.9157
621,1002002342,양천구청,1002,2호선,1002002341,1002002343,서울특별시 양천구 신정7동,165-1,188137.1,445920.8
622,1002002343,신정네거리,1002,2호선,1002002342,1002002344,서울특별시 양천구 신정3동,1231,187002.7,446733.1
623,1002002344,까치산,1002,2호선,1002002343,1002002344,서울특별시 강서구 화곡1동,343,186479.9608,447995.0209
624,1003000310,대화,1003,3호선,1003000310,1003000311,경기도 고양시 일산서구 대화동,2221,177727.6003,464095.7432
625,1003000311,주엽,1003,3호선,1003000310,1003000312,경기도 고양시 일산구 주엽동,166,178939.5663,463428.1236
626,1003000312,정발산,1003,3호선,1003000311,1003000313,경기도 고양시 일산서구 주엽동,,179832.5881,462536.6226
627,1003000313,마두,1003,3호선,1003000312,1003000314,경기도 고양시 일산동구 마두동,765-1,180352.0254,461483.5306
628,1003000314,백석,1003,3호선,1003000313,1003000315,경기도 고양시 일산동구 백석동,629-1,181286.9741,460416.4677
629,1003000315,대곡,1003,3호선,1003000314,1003000316,경기도 고양시 덕양구 대장동,387-9,183213.8044,459188.9137
630,1003000316,화정,1003,3호선,1003000315,1003000317,경기도 고양시 덕양구 화정동,400-2,185236.5129,459473.0525
631,1003000317,원당,1003,3호선,1003000316,1003000309,경기도 고양시 성사1동,410-7,186134.165,461518.7706
632,1003000318,삼송,1003,3호선,1003000309,1003000319,경기도 고양시 덕양구 삼송동,20-14,190846.2139,461491.9021
633,1003000319,지축,1003,3호선,1003000318,1003000320,경기도 고양시 덕양구 지축동,695-8,192134.2786,461043.3022
634,1003000320,구파발,1003,3호선,1003000319,1003000321,서울특별시 은평구 진관동,533,192827.4343,459663.1573
635,1003000321,연신내,1003,3호선,1003000320,1003000322,서울특별시 은평구 갈현동,439,193039.9,457722.2
636,1003000322,불광,1003,3호선,1003000321,1003000323,서울특별시 은평구 불광1동,281,193846.9905,456704.054
637,1002000201,시청,1002,2호선,1002000243,1002000202,서울특별시 중구 서소문동,27,197826.7462,451573.9864
638,1002000202,을지로입구,1002,2호선,1002000201,1002000203,서울특별시 중구 을지로1가,89-1,198475.3,451833.1
639,1002000203,을지로3가,1002,2호선,1002000202,1002000204,서울특별시 중구 을지로3가,70-1,199176.7,451859.5
640,1002000204,을지로4가,1002,2호선,1002000203,1002000205,서울특별시 중구 을지로4가,261,199810.9298,451913.1812
641,1002000205,동대문역사문화공원,1002,2호선,1002000204,1002000206,서울특별시 중구 광희동,1가 194,200808.3968,451796.889
642,1002000206,신당,1002,2호선,1002000205,1002000207,서울특별시 중구 신당5동,106-1,201727.643,451803.4843
643,1002000207,상왕십리,1002,2호선,1002000206,1002000208,서울특별시 성동구 하왕십리2동,946-14,202564.8701,451668.8343
644,1002000208,왕십리,1002,2호선,1002000207,1002000209,서울특별시 성동구 행당동,246,203327.6,451299.7
645,1002000209,한양대,1002,2호선,1002000208,1002000210,서울특별시 성동구 행당동,산17,203853.209,450687.6309
646,1002000210,뚝섬,1002,2호선,1002000209,1002000211,서울특별시 성동구 성수1가,656-745,204187.0616,449755.4123
647,1002000211,성수,1002,2호선,1002000210,1002000212,서울특별시 성동구 성수2가,300-1,204958.3876,449458.0092
648,1002000212,건대입구,1002,2호선,1002000211,1002000213,서울특별시 광진구 화양동,7-3,206115.6003,449000.3883
649,1002000213,구의,1002,2호선,1002000212,1002000214,서울특별시 광진구 구의동,245-24,207615.1065,448637.3175
650,1002000214,강변,1002,2호선,1002000213,1002000215,서울특별시 광진구 구의3동,546-6,208376.8711,448398.9849
651,1002000215,잠실나루,1002,2호선,1002000214,1002000216,서울특별시 송파구 신천동,1,209180.9422,446793.2702
652,1002000216,잠실,1002,2호선,1002000215,1002000217,서울특별시 송파구 잠실5동,27,208857.9,445972.9
653,1002000217,잠실새내,1002,2호선,1002000216,1002000218,서울특별시 송파구 잠실본동,5,207665.2627,445799.9693
654,1002000218,종합운동장,1002,2호선,1002000217,1002000219,서울특별시 송파구 잠실1동,1-236,206497.0442,445737.9007
655,1002000219,삼성,1002,2호선,1002000218,1002000220,서울특별시 강남구 삼성동,172-82,205577.1523,445501.402
656,1002000220,선릉,1002,2호선,1002000219,1002000221,서울특별시 강남구 삼성2동,143-42,204329.4182,445018.7002
657,1002000221,역삼,1002,2호선,1002000220,1002000222,서울특별시 강남구 역삼1동,737,203218.1913,444591.3287
658,1002000222,강남,1002,2호선,1002000221,1002000223,서울특별시 강남구 역삼동,821-1,202477.1229,444291.4383
659,1002000223,교대,1002,2호선,1002000222,1002000224,서울특별시 서초구 서초1동,1715-9,201215.478,443808.723
660,1002000224,서초,1002,2호선,1002000223,1002000225,서울특별시 서초구 서초3동,1500,200648.1842,443592.1914
661,1002000225,방배,1002,2호선,1002000224,1002000226,서울특별시 서초구 방배동,225,199770.6579,442443.9216
662,1002000226,사당,1002,2호선,1002000225,1002000227,서울특별시 동작구 사당1동,1112,198357.1631,441910.926
663,1002000227,낙성대,1002,2호선,1002000226,1002000228,서울특별시 관악구 봉천6동,1693-38,196770.2264,441968.6097
664,1002000228,서울대입구,1002,2호선,1002000227,1002000229,서울특별시 관악구 봉천6동,979-1,195823.4681,442422.4767
665,1002000229,봉천,1002,2호선,1002000228,1002000230,서울특별시 관악구 봉천8동,930-45,194853.0498,442575.7773
666,1002000230,신림,1002,2호선,1002000229,1002000231,서울특별시 관악구 신림본동,1640-1,193755.4507,442763.6912
667,1002000231,신대방,1002,2호선,1002000230,1002000232,서울특별시 동작구 신대방1동,643-1,192332.1337,443126.6034
668,1002000232,구로디지털단지,1002,2호선,1002000231,1002000233,서울특별시 구로구 구로3동,124,191263.5333,442897.0272
669,1004000411,노원,1004,4호선,1004000410,1004000412,서울특별시 노원구 상계2동,335,205616.0,461867.6
670,1001000100,소요산,1001,1호선,1001000100,1001000101,경기도 동두천시 상봉암동,126,205362.3891,494245.6421
671,1001000133,서울,1001,1호선,1001000132,1001000134,서울특별시 용산구 동자동,14,197529.9154,450688.4645
672,1001000134,남영,1001,1호선,1001000133,1001000135,서울특별시 용산구 갈월동,96-1,197446.1013,449096.0135
673,1001000135,용산,1001,1호선,1001000134,1001000136,서울특별시 용산구 한강로3가,40-11,196873.8263,447778.8645
674,1001000136,노량진,1001,1호선,1001000135,1001000137,서울특별시 동작구 노량진동,44-1,194901.1999,446095.2778
675,1001000137,대방,1001,1호선,1001000136,1001000138,서울특별시 영등포구 신길7동,1336,193546.9639,445980.5974
676,1001000138,신길,1001,1호선,1001000137,1001000139,서울특별시 영등포구 신길동,42-2,192736.8,446374.7
677,1001000139,영등포,1001,1호선,1001000138,1001000140,서울 영등포구 영등포동1가,618,191864.2,446224.8
678,1001000140,신도림,1001,1호선,1001000139,1001000141,서울특별시 구로구 신도림동,460-26,190386.2564,445484.3833
679,1001000141,구로,1001,1호선,1001000140,1001000142,서울특별시 구로구 구로5동,585-5,189576.9,444833.4
680,1001000112,망월사,1001,1호선,1001000111,1001000113,경기도 의정부시 호원동,,204177.643,467878.959
681,1001000113,도봉산,1001,1호선,1001000112,1001000114,서울특별시 도봉구 도봉동,363,204063.4,465530.2
682,1001000114,도봉,1001,1호선,1001000113,1001000115,서울특별시 도봉구 도봉2동,89-159,204023.2996,464423.7866
683,1001000115,방학,1001,1호선,1001000114,1001000116,서울특별시 도봉구 방학1동,738,203914.2639,463097.6492
684,1001000116,창동,1001,1호선,1001000115,1001000117,서울특별시 도봉구 창5동,135-1,204205.6419,461501.1957
685,1001000117,녹천,1001,1호선,1001000116,1001000118,서울특별시 도봉구 창4동,38,204539.1898,460564.0275
686,1001000118,월계,1001,1호선,1001000117,1001000119,서울특별시 노원구 월계4동,261,205196.589,459347.5203
687,1001000119,광운대,1001,1호선,1001000118,1001000120,서울특별시 노원구 월계동,,205429.5924,458273.2841
688,1001000120,석계,1001,1호선,1001000119,1001000121,서울특별시 노원구 월계동,25-4,205811.9714,457227.1039
689,1001000121,신이문,1001,1호선,1001000120,1001000122,서울특별시 동대문구 이문동,,205952.9522,455844.7068
690,1001000122,외대앞,1001,1호선,1001000121,1001000123,서울특별시 동대문구 이문동,,205557.7918,455090.0702
691,1001000123,회기,1001,1호선,1001000122,1001000124,서울특별시 동대문구 휘경동,317-101,205138.1806,454500.4031
692,1001000124,청량리,1001,1호선,1001000123,1001000125,서울특별시 동대문구 전농2동,620-69,203979.7944,453425.9003
693,1001000125,제기동,1001,1호선,1001000124,1001000126,서울특별시 동대문구 제기동,지하51번지,203067.0282,453197.5914
694,1001000126,신설동,1001,1호선,1001000125,1001000127,서울특별시 동대문구 신설동,97-75,202172.4457,452966.9537
695,1001000127,동묘앞,1001,1호선,1001000126,1001000128,서울특별시 종로구 숭인동,313,201454.727,452648.6475
696,1001000128,동대문,1001,1호선,1001000127,1001000129,서울특별시 종로구 종로6가,69,200989.9144,452484.6092
697,1001000129,종로5가,1001,1호선,1001000128,1001000130,서울특별시 종로구 종로5가,124-8,200171.3944,452385.8684
698,1001000130,종로3가,1001,1호선,1001000129,1001000131,서울특별시 종로구 돈의동,46,199296.4693,452334.288
699,1001000131,종각,1001,1호선,1001000130,1001000132,서울특별시 종로구 종로1가,44,198520.9972,452310.4761
700,1001000132,시청,1001,1호선,1001000131,1001000133,서울특별시 중구 태평로1가,31,197966.061,451780.6673
701,1009000937,둔촌오륜,1009,9호선,1009000936,1009000938,,,212261.28518,446679.6874
702,1081370010,세종대왕릉,1081,경강선,1081370009,1081370011,,,250609.512,421747.575
703,1079340004,경전철의정부,1079,의정부,1079340003,1079340005,경기도 의정부시 신흥로 237,,203816.852,470843.493
704,1078330012,가정중앙시장,1078,인천2호선,1078330011,1078330013,인천광역시 서구 가정동 529,,171443.671,446496.931
705,1005000554,강일,1005,5호선,1005000553,1005000555,서울특별시 강동구 고덕로,,37.557471,127.173521
706,1005000555,미사,1005,5호선,1005000554,1005000556,경기도 하남시 미사강변동로,,37.557471,127.166955
707,1005000556,하남풍산,1005,5호선,1005000555,1005000557,경기도 하남시 미사강변동로,,37.598882,126.717212
708,1005000557,하남시청,1005,5호선,1005000556,1005000558,경기도 하남시 미사강변동로,,37.541057,127.175253
709,1005000558,하남검단산,1005,5호선,1005000557,1005000558,경기도 하남시 대청로 100,,37.521456,127.212258
710,1075075236,신갈,1075,수인분당선,1075075235,1075075237,경기 용인시 기흥구 신갈동,167,209854.2,420789.7
711,1075075237,기흥,1075,수인분당선,1075075236,1075075238,경기 용인시 기흥구 구갈동,227,210295.6,419603.4
712,1075075238,상갈,1075,수인분당선,1075075237,1075075239,경기도 용인시 기흥구 금화로 지하40,,209651.1,418077.7
713,1075075239,청명,1075,수인분당선,1075075238,1075075240,경기도 수원시 영통구 봉영로 지하1670,,207005.5,417819.7
714,1075075240,영통,1075,수인분당선,1075075239,1075075241,경기도 수원시 영통구 봉영로 지하1560,,206323.6,416925.8
715,1075075241,망포,1075,수인분당선,1075075240,1075075242,경기도 수원시 영통구 덕영대로 지하1520,,205041.8,416303.8
716,1075075242,매탄권선,1075,수인분당선,1075075241,1075075243,경기도 수원시 영통구 매탄동 687-4,687-4,203619.1,417046.3
717,1075075243,수원시청,1075,수인분당선,1075075242,1075075244,경기도 수원시 권선구 권선동 1122,1122,202734.4,418090.2
718,1075075244,매교,1075,수인분당선,1075075243,1075075245,경기도 수원시 팔달구 매교동 283,283,201407.5,418488.4
719,1075075245,수원,1075,수인분당선,1075075244,1075075246,경기도 수원시 팔달구 매산로1가 18,18,200019.5,418572.7
720,1075075246,고색,1075,수인분당선,1075075245,1075075247,경기도 수원시 권선구 매송고색로,,37.249668,126.9781
721,1075075247,오목천,1075,수인분당선,1075075246,1075075248,경기도 수원시 권선구 삼천병마로,,37.243486,126.961932
722,1075075248,어천,1075,수인분당선,1075075247,1075075249,경기도 화성시 매송면 화성로,,37.249736,126.908918
723,1075075249,야목,1075,수인분당선,1075075248,1075075250,경기도 화성시 매송면 본오매송로,,37.26216,126.884805
724,1075075250,사리,1075,수인분당선,1075075249,1075075251,경기도 안산시 상록구 충장로,,37.290437,126.854812
725,1075075251,한대앞,1075,수인분당선,1075075250,1075075252,경기도 안산시 상록구 이동,산17-3,187030.9895,423415.6977
726,1075075252,중앙,1075,수인분당선,1075075251,1075075253,경기도 안산시 단원구 고잔동,167-378,185684.224,424106.4023
727,1075075253,고잔,1075,수인분당선,1075075252,1075075254,경기도 안산시 단원구 고잔동,453-53,184311.2864,424198.9913
728,1075075254,초지,1075,수인분당선,1075075253,1075075255,경기도 안산시 단원구 초지동,27-1,182794.2233,424631.8537
729,1075075255,안산,1075,수인분당선,1075075254,1075075256,경기도 안산시 단원구 원곡동,377-1,181420.9113,425228.846
730,1075075256,신길온천,1075,수인분당선,1075075255,1075075257,경기도 안산시 단원구 신길동,216-2,179346.3065,426525.5526
731,1075075257,정왕,1075,수인분당선,1075075256,1075075258,경기도 시흥시 정왕동,,177229.3069,428094.4699
732,1075075258,오이도,1075,수인분당선,1075075257,1075075259,경기도 시흥시 정왕동,878,176890.2207,429328.4932
733,1075075259,달월,1075,수인분당선,1075075258,1075075260,경기 시흥시 월곶동 689,,177459.0,431225.6
734,1075075260,월곶,1075,수인분당선,1075075259,1075075261,경기도 시흥시 월곶중앙로14번길 56,,177219.7,432534.7
735,1075075261,소래포구,1075,수인분당선,1075075260,1075075262,인천광역시 남동구 소래역로 51,,176397.8,433558.5
736,1075075262,인천논현,1075,수인분당선,1075075261,1075075263,인천광역시 남동구 청능대로 567,,175427.0,433521.5
737,1075075263,호구포,1075,수인분당선,1075075262,1075075264,인천광역시 남동구 호구포로 205,,174204.1,433637.5
738,1075075264,남동인더스파크,1075,수인분당선,1075075263,1075075265,인천광역시 남동구 은청로 17,,173048.3,434308.5
739,1075075265,원인재,1075,수인분당선,1075075264,1075075266,인천광역시 연수구 벚꽃로 195,,172241.4,434928.4
740,1075075266,연수,1075,수인분당선,1075075265,1075075267,인천광역시 연수구 벚꽃로 115,,171536.4,435475.3
741,1075075267,송도,1075,수인분당선,1075075266,1075075268,인천광역시 연수구 비류대로 175,,169412.7,436818.2
742,1075075268,인하대,1075,수인분당선,1075075267,1075075269,인천광역시 남구 용현동 294-3,,168920.8,438831.3
743,1075075269,숭의,1075,수인분당선,1075075268,1075075270,인천광역시 남구 숭의동 379-72,,167786.5,440232.2
744,1001080173,탕정,1001,1호선,1001080172,1001080174,충청남도 아산시 탕정면 탕정로,,36.78827,127.082449
745,1075075270,신포,1075,수인분당선,1075075269,1075075271,인천광역시 중구 사동 26-19,,166593.4,441074.9
746,1075075271,인천,1075,수인분당선,1075075270,1075075271,인천광역시 중구 북성동 2가 14,,165927.1,441956.8
747,1008000820,복정,1008,8호선,1008000819,1008000821,서울특별시 송파구 장지동,600,211216.049,441283.4853
748,1008000821,남위례,1008,8호선,1008000820,1008000822,경기도 성남시 수정구 공원로,601,,
749,1008000822,산성,1008,8호선,1008000821,1008000823,경기도 성남시 수정구 신흥2동,7,213268.0975,439689.9393
750,1008000823,남한산성입구,1008,8호선,1008000822,1008000824,경기도 성남시 수정구 단대동,4769,214151.5888,439152.2517
751,1008000824,단대오거리,1008,8호선,1008000823,1008000825,경기도 성남시 수정구 신흥2동,2458,213874.178,438439.8257
752,1008000825,신흥,1008,8호선,1008000824,1008000826,경기도 성남시 수정구 신흥3동,2467,213066.3813,437968.0179
753,1008000826,수진,1008,8호선,1008000825,1008000827,경기도 성남시 수정구 수진1동,2204,212457.0371,437601.3677
754,1008000827,모란,1008,8호선,1008000826,1008000827,경기도 성남시 중원구 성남동,1575,211505.0278,437183.4257
755,1007000760,산곡,1007,7호선,1007000759,1007000760,인천광역시 부평구 길주로 지하379,,37.518622,126.728939
756,1007000761,석남,1007,7호선,1007000760,1007000761,인천광역시 서구 가석로 257,,37.506193,126.676203
757,1069073139,송도달빛축제공원,1069,인천1호선,1069073138,1069073139,인천광역시 연수구 인천타워대로 지하424,,,
758,1006000648,신내,1006,6호선,1006000647,1006000648,서울특별시 중랑구 망우동,320-2,209112.3,457025.0
